Project,State,Period,Location,Class,Tag,Depth,Latitude,Longitude,Vel_Direction_Rad,Vel_Direction_Deg,Count,Mean,Std,Min,25%,50%,75%,Max,C_Var,Second_Raw_Moment,Third_Raw_Moment,Fourth_Raw_Moment,Fifth_Raw_Moment,Sixth_Raw_Moment,Seventh_Raw_Moment,Second_Central_Moment,Third_Central_Moment,Fourth_Central_Moment,Fifth_Central_Moment,Sixth_Central_Moment,Seventh_Central_Moment,Skewness,Kurtosis,ADF_Statistic,BP_Statistic
IITCA-UAEMex,Quintana Roo,2009-2014,Cozumel,Ajuste de HYCOM GOMl0.04/expt_31.88,HA398,50,20.28260803,-86.91998291,0.7079918669705685,40.5649459070012,43722.0,0.8549985920909382,0.2536744426318985,0.0035845,0.706365,0.8546400000000001,0.990705,2.0292,0.296695743,0.795371843506464,0.7954398958848775,0.8528849819327882,0.9798339916700354,1.2041188582224471,1.5762863301969727,0.0643492510289773,0.0053610514343128,0.0179116476392989,0.0049673788721459,0.0087413761580917,0.004167168186563,0.328435149,1.325910642,-12.78652113,944.2803634
IITCA-UAEMex,Quintana Roo,2009-2014,Cozumel,Ajuste de HYCOM GOMl0.04/expt_31.89,HA399,50,20.24508286,-86.91998291,0.5615504354384444,32.17446993435648,43722.0,0.7256071050500892,0.1732884626317423,0.017391,0.61961,0.733455,0.8408875,1.3178,0.238818586,0.556533875366225,0.4456725998986205,0.3702607468631531,0.3178386091543456,0.2810835499642356,0.2554947765323854,0.0300282044670538,-0.0017296912945552,0.003212710912715,-0.0005731804911093,0.000609733023675,-0.0001844385889867,-0.332421767,0.563177816,-10.5992147,723.3816756
IITCA-UAEMex,Quintana Roo,2009-2014,Cozumel,Ajuste de HYCOM GOMl0.04/expt_31.90,HA400,50,20.20755005,-86.91998291,0.5578139514150537,31.960385169598133,43722.0,0.8103362301129866,0.1977325890832838,0.035449,0.6950675,0.832695,0.94604,1.4169,0.244013018,0.695742088374377,0.6225072175244263,0.5757468249288573,0.5478376939721995,0.5346220372299607,0.533878550153238,0.0390972825406497,-0.0046416925831075,0.0055715855618112,-0.0016977255379186,0.0013907091870997,-0.0006207640016013,-0.600442487,0.645111344,-9.988165319,1004.084204
IITCA-UAEMex,Quintana Roo,2009-2014,Cozumel,Ajuste de HYCOM GOMl0.04/expt_31.91,HA412,50,20.76959229,-86.88000488,-0.1424893811227687,-8.16404016376571,43722.0,0.2017720475872558,0.1257541626038255,0.00097891,0.1126725,0.170365,0.26123,0.99786,0.623248681,0.0565257069028992,0.0203383795316982,0.008827534702218,0.0044127706059928,0.0024621375615759,0.0015008770509784,0.0158137477153454,0.002551527395476,0.0012479115435517,0.0004815697498922,0.0002372283120756,0.0001226177787059,1.283107155,1.99052163,-15.64918506,28.2474269
IITCA-UAEMex,Quintana Roo,2009-2014,Cozumel,Ajuste de HYCOM GOMl0.04/expt_31.92,HA413,50,20.73218727,-86.88000488,0.768206744116751,44.01500423137622,43722.0,0.7048000628516536,0.2147432009815836,0.016038,0.5632125,0.707435,0.84561,1.7448,0.304686694,0.5428567162395199,0.4476156882617511,0.3908052433777471,0.3588363323348309,0.3449182622269161,0.3459290818865916,0.046113587643825,8.521597328882061e-06,0.0065878366995833,0.0002206286301633,0.0015849365374176,0.0002059233330057,0.000860583,0.098174052,-15.87520058,2.740834502
IITCA-UAEMex,Quintana Roo,2009-2014,Cozumel,Ajuste de HYCOM GOMl0.04/expt_31.93,HA414,50,20.69477272,-86.88000488,0.8853311471576548,50.72573820360923,43722.0,1.3563741740085082,0.3698359515791559,0.012221,1.116,1.3922,1.6038,2.6755,0.272665138,1.976526402626855,3.036575770711498,4.868145371424934,8.092832902010656,13.89301957619532,24.558321853648625,0.1367755027095919,-0.0153711150821531,0.0570608065914881,-0.0153360549709098,0.0392009872492452,-0.0165387411283885,-0.303883972,0.050293467,-10.24713421,522.5722701
IITCA-UAEMex,Quintana Roo,2009-2014,Cozumel,Ajuste de HYCOM GOMl0.04/expt_31.94,HA415,50,20.65734863,-86.88000488,0.7771168214032982,44.52551405503074,43722.0,1.2954015107268653,0.3581510507689461,0.027107,1.023725,1.30435,1.571475,2.4004,0.276478797,1.806334315347272,2.6677590067499146,4.1245487046516285,6.617282058354877,10.945011469753666,18.5729702789354,0.1282692413538274,-0.0044895322877935,0.0404444958263015,-0.0053399500582696,0.0204999320622792,-0.0061888926989578,-0.09773097,-0.541740802,-9.054565459,452.3371966
IITCA-UAEMex,Quintana Roo,2009-2014,Cozumel,Ajuste de HYCOM GOMl0.04/expt_31.95,HA416,50,20.61991501,-86.88000488,0.836900565777551,47.950870291164414,43722.0,1.0882381073143954,0.3964077137417653,0.007825,0.7824450000000001,1.0505,1.392175,2.4207,0.364265606,1.3413976596747017,1.816769152760937,2.642543844907496,4.060112233571437,6.513234196880108,10.82143384372875,0.1571354814634836,0.0150074645610656,0.0582025135345484,0.0143667033377999,0.0321185146948273,0.0137164212849176,0.240941071,-0.642753714,-9.022145917,483.7998089
IITCA-UAEMex,Quintana Roo,2009-2014,Cozumel,Ajuste de HYCOM GOMl0.04/expt_31.96,HA417,50,20.58247375,-86.88000488,0.6129989462220564,35.12225246449075,43722.0,0.4219531624513975,0.1618136518024938,0.0034697,0.309165,0.41342,0.518695,1.2604,0.383487236,0.2042275303455099,0.1105424059191906,0.0659869155180237,0.043038967813561,0.0304232759021923,0.0231111247474247,0.0261830590427745,0.0022719044987631,0.0024820391782358,0.0007112040249879,0.0004864460684238,0.0002320504421528,0.536258753,0.62070246,-11.70508228,408.8146356
IITCA-UAEMex,Quintana Roo,2009-2014,Cozumel,Ajuste de HYCOM GOMl0.04/expt_31.97,HA423,50,20.35762787,-86.88000488,0.6082564857308292,34.85052949383589,43722.0,0.6673328640501349,0.1922063031875105,0.013319,0.5512375,0.67404,0.801345,1.3038,0.288021636,0.4822755694681522,0.3686509789981242,0.2948216295440321,0.2450233485120641,0.2106009439522799,0.1864996604549809,0.0369424180267963,-0.0024931372899861,0.0044449229137062,-0.0008391224699549,0.0008708067872572,-0.0002605310448819,-0.351134189,0.257135422,-8.898196186,500.7080616
